CustomerId,Surname,Geography,Gender,Age,CreditScore,Balance,Tenure,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,CreditTier,AgeGroup,CLV_Tier,Est_CLV,RiskScore,Churn_Probability,Risk_Category
15693683,Yuille,Germany,Male,29,814,97086.4,8,2,1,1,197276.13,0,Excellent,Young,Premium,155338.24,0,0.09731075883335884,Low Risk
15604348,Allard,Spain,Male,22,710,0.0,8,2,0,0,99645.04,0,Good,Young,Medium,0.0,30,0.03668557493760195,Low Risk
15633059,Fanucci,France,Male,34,413,0.0,9,2,0,0,6534.18,0,Very_Poor,Early_Career,Medium,0.0,45,0.10747351828738066,Low Risk
15808582,Fu,France,Female,40,665,0.0,6,1,1,1,161848.03,0,Good,Mid_Career,Medium,0.0,35,0.5387330173006988,Medium Risk
15743192,Hung,France,Female,44,623,0.0,6,2,0,0,167162.43,0,Fair,Mid_Career,Medium,0.0,55,0.3173591452893143,Low Risk
15580146,Hung,France,Male,31,738,82674.15,9,1,1,0,41970.72,0,Good,Early_Career,High,74406.735,20,0.13454620245485846,Low Risk
15776605,Bradley,Spain,Male,36,528,0.0,7,2,1,0,60536.56,0,Poor,Early_Career,Medium,0.0,30,0.046975361517325016,Low Risk
15804919,Dunbabin,Spain,Female,62,670,0.0,1,1,1,1,177655.68,1,Good,Senior,Medium,0.0,45,0.4576102861325635,Medium Risk
15613854,Mauldon,Spain,Female,46,622,107073.27,4,2,1,1,30984.59,1,Fair,Mid_Career,High,85658.61600000001,25,0.5868946099771705,High Risk
15599195,Stiger,Germany,Male,32,582,88938.62,1,1,1,1,10054.53,0,Poor,Early_Career,Medium,8893.862,10,0.2618150527604279,Low Risk
15812878,Parsons,Germany,Female,36,785,99806.85,2,1,0,1,36976.52,0,Excellent,Early_Career,Medium,19961.370000000003,0,0.3532869379424494,Medium Risk
15602312,Walkom,Spain,Male,33,605,150092.8,5,1,0,0,71862.79,0,Fair,Early_Career,High,75046.4,20,0.35183311704378417,Medium Risk
15744689,T'ang,Germany,Male,35,479,92833.89,9,1,1,0,99449.86,1,Very_Poor,Early_Career,High,83550.501,35,0.4430885555448252,Medium Risk
15803526,Eremenko,Germany,Male,30,685,90536.81,3,1,0,1,63082.88,0,Good,Early_Career,Medium,27161.042999999998,0,0.2407879838483617,Low Risk
15665790,Rowntree,Germany,Male,39,538,108055.1,7,2,1,0,27231.26,0,Poor,Early_Career,Premium,151277.13999999998,20,0.2674082314805954,Low Risk
15715951,Thorpe,France,Male,42,562,100238.35,2,1,0,0,86797.41,0,Poor,Mid_Career,Medium,20047.670000000002,45,0.5708069490279584,High Risk
15591100,Chiemela,Spain,Male,36,675,106190.55,9,1,0,1,22994.32,0,Good,Early_Career,Premium,95571.49500000001,0,0.22905065229298624,Low Risk
15609618,Fanucci,Germany,Male,28,721,154475.54,9,2,0,1,101300.94,1,Good,Young,Premium,278055.972,0,0.2575046397475088,Low Risk
15675522,Ko,Germany,Female,30,628,132351.29,9,2,1,1,74169.13,0,Fair,Early_Career,Premium,238232.32200000001,0,0.14729603159529145,Low Risk
15705512,Welch,Germany,Female,37,668,167864.4,6,1,1,0,115638.29,0,Good,Early_Career,Premium,100718.64,20,0.4149455058998521,Medium Risk
15698028,Duncan,France,Female,41,506,0.0,1,2,1,0,31766.3,0,Poor,Mid_Career,Medium,0.0,65,0.11865974989293104,Low Risk
15682472,Culbreth,France,Male,34,828,129433.34,8,2,0,0,38131.77,0,Excellent,Early_Career,Premium,207093.344,20,0.15952620694233718,Low Risk
15580203,Kennedy,Spain,Male,39,674,120193.42,6,1,0,0,100130.95,0,Good,Early_Career,High,72116.052,20,0.3729475421760502,Medium Risk
15690673,Cameron,France,Female,39,656,0.0,6,2,1,0,141069.88,0,Fair,Early_Career,Medium,0.0,30,0.08651769007218606,Low Risk
15760085,Calabresi,Germany,Female,48,684,126384.42,10,1,1,1,198129.36,0,Good,Mid_Career,Premium,126384.42,25,0.5863739325392278,High Risk
15779659,Zetticci,France,Female,28,625,0.0,3,1,0,0,183646.41,0,Fair,Young,Medium,0.0,30,0.30802725165275036,Low Risk
15627360,Fuller,France,Male,42,432,152603.45,9,1,1,0,110265.24,1,Very_Poor,Mid_Career,Premium,137343.105,60,0.6710335888714105,High Risk
15671137,MacDonald,France,Female,52,549,0.0,1,1,0,1,8636.05,1,Poor,Pre_Retirement,Medium,0.0,45,0.8685856848160285,Very High Risk
15782688,Piccio,Germany,Male,56,625,148507.24,0,1,1,0,46824.08,1,Fair,Pre_Retirement,Medium,14850.724,55,0.9651856669091545,Very High Risk
15575492,Kennedy,France,Female,41,828,0.0,7,2,1,0,171378.77,0,Excellent,Mid_Career,Medium,0.0,55,0.24943547696422594,Low Risk
15591607,Fernie,France,Male,24,770,101827.07,9,1,1,0,167256.35,0,Good,Young,Premium,91644.36300000001,20,0.2649626472541858,Low Risk
15740404,He,France,Female,34,758,0.0,3,2,1,1,124226.16,0,Good,Early_Career,Medium,0.0,10,0.05358883320374942,Low Risk
15718369,Kaodilinakachukwu,Germany,Female,33,795,130862.43,9,1,1,1,114935.21,0,Excellent,Early_Career,Premium,117776.18699999999,0,0.41455733819620677,Medium Risk
15677871,Cocci,France,Male,38,687,122570.87,9,1,1,1,35608.88,0,Good,Early_Career,Premium,110313.783,0,0.25825894434634067,Low Risk
15642004,Alekseeva,France,Male,25,686,0.0,1,2,0,1,16459.37,0,Good,Young,Medium,0.0,20,0.06023669890636593,Low Risk
15712543,Chinweike,Germany,Male,39,789,124828.46,7,2,1,1,124411.08,0,Excellent,Early_Career,Premium,174759.844,0,0.15838261142472113,Low Risk
15584518,Arthur,Germany,Female,50,589,144895.05,5,2,1,1,34941.23,0,Poor,Pre_Retirement,Premium,144895.05,25,0.4571040247442075,Medium Risk
15802381,Li,Germany,Female,34,461,63663.93,5,1,0,1,167784.28,0,Very_Poor,Early_Career,High,31831.965,15,0.34107983476786585,Low Risk
15610156,Ma,France,Male,40,637,133463.1,2,1,0,1,93165.34,0,Fair,Mid_Career,Medium,26692.620000000003,25,0.35407197888383507,Medium Risk
15640905,Vasin,Spain,Female,35,579,129490.36,1,2,0,1,8590.83,1,Poor,Early_Career,Medium,25898.072,10,0.36692878332209666,Medium Risk
15698932,Groves,Germany,Male,44,756,137452.09,10,1,1,0,189543.9,0,Good,Mid_Career,Premium,137452.09,45,0.6293215168301441,High Risk
15724944,Tien,France,Male,34,663,0.0,7,2,1,1,180427.24,0,Good,Early_Career,Medium,0.0,10,0.030752631490018154,Low Risk
15628145,Forwood,France,Female,43,682,125851.93,5,1,1,1,193318.33,0,Good,Mid_Career,High,62925.965,25,0.4674207450212926,Medium Risk
15713483,Greeves,Spain,Male,52,793,0.0,2,1,1,0,159123.82,1,Excellent,Pre_Retirement,Medium,0.0,55,0.9322322373581372,Very High Risk
15800703,Madukwe,Spain,Female,21,485,113157.22,5,1,1,1,54141.5,0,Very_Poor,Young,High,56578.61,15,0.31183868257567127,Low Risk
15705707,Bennelong,Spain,Female,29,635,138296.94,8,2,1,0,141075.51,0,Fair,Young,Premium,221275.10400000002,20,0.2983914382693664,Low Risk
15754105,Olisanugo,France,Male,37,650,106967.18,5,1,0,0,24495.03,0,Fair,Early_Career,High,53483.59,20,0.3570829284145688,Medium Risk
15703264,Chukwufumnanya,France,Male,44,735,120681.63,9,1,1,0,74836.34,0,Good,Mid_Career,Premium,108613.467,45,0.5773653613542105,High Risk
15794413,Harris,France,Male,32,416,0.0,0,2,0,1,878.87,0,Very_Poor,Early_Career,Medium,0.0,35,0.08830810962857433,Low Risk
15759618,Alexeeva,France,Female,48,535,0.0,9,1,1,0,149892.79,1,Poor,Mid_Career,Medium,0.0,55,0.9139782503799506,Very High Risk
15811589,Metcalfe,Spain,Male,42,716,0.0,8,2,1,0,180800.42,0,Good,Mid_Career,Medium,0.0,55,0.269820056795796,Low Risk
15689044,Humphries,France,Male,37,539,127609.59,2,1,1,0,98646.22,0,Poor,Early_Career,Medium,25521.918,20,0.2428699748494948,Low Risk
15709368,Milne,France,Female,43,614,0.0,6,2,1,1,109041.53,0,Fair,Mid_Career,Medium,0.0,35,0.12862349164631745,Low Risk
15679145,Chou,Spain,Male,57,706,0.0,7,1,1,0,17941.16,1,Good,Pre_Retirement,Medium,0.0,55,0.9644176084221913,Very High Risk
15655007,Li,France,Female,33,758,0.0,7,2,0,0,82996.47,0,Good,Early_Career,Medium,0.0,30,0.05427029857515201,Low Risk
15623595,Clayton,Spain,Female,28,586,0.0,2,2,1,1,92067.35,0,Poor,Young,Medium,0.0,10,0.0412133145783687,Low Risk
15589975,Maclean,France,Female,62,646,97259.25,6,1,0,1,104719.66,0,Fair,Senior,High,58355.549999999996,25,0.29254798869861864,Low Risk
15804017,Chigolum,Germany,Female,33,631,123246.7,4,1,0,0,112687.57,0,Fair,Early_Career,High,49298.68,20,0.525854629589595,Medium Risk
15692132,Wilkinson,Spain,Female,22,717,101060.25,6,1,0,1,84699.56,0,Good,Young,High,60636.149999999994,0,0.21579939372249554,Low Risk
15641122,Wei,France,Male,30,684,0.0,2,2,1,0,83473.82,0,Good,Early_Career,Medium,0.0,30,0.058911612220172896,Low Risk
15630910,Treacy,France,Female,49,800,108007.36,7,1,0,0,47125.11,0,Excellent,Mid_Career,High,75605.152,45,0.7712265346867602,Very High Risk
15680772,Hu,Spain,Female,36,721,0.0,2,2,1,1,106977.8,0,Good,Early_Career,Medium,0.0,10,0.08186091799715173,Low Risk
15658929,Taverner,Spain,Male,29,683,133702.89,0,1,1,0,55582.54,1,Good,Young,Medium,13370.289000000002,30,0.4751274930075844,Medium Risk
15585388,Sherman,Germany,Male,31,660,125189.75,9,2,1,1,139874.43,0,Fair,Early_Career,Premium,225341.55000000002,0,0.14239323406292886,Low Risk
15724623,Taubman,Germany,Female,24,704,113034.22,7,1,1,0,162503.48,1,Good,Young,High,79123.954,20,0.5527558146404988,High Risk
15588537,Robinson,Spain,Female,41,615,109013.23,9,1,1,0,196499.96,0,Fair,Mid_Career,Premium,98111.90699999999,45,0.6055891690486971,High Risk
15611325,Wood,Germany,Male,24,682,57929.81,9,2,0,0,53134.3,0,Good,Young,Premium,104273.658,20,0.18583708554739536,Low Risk
15587562,Hawkins,France,Female,29,484,130114.39,4,1,1,0,164017.89,0,Very_Poor,Young,High,52045.756,35,0.2880197395402275,Low Risk
15613172,Sun,Germany,Male,27,628,95826.49,5,2,1,0,155996.96,0,Fair,Young,Premium,95826.49,20,0.16517204407777503,Low Risk
15651022,Yost,Germany,Male,44,480,129608.57,10,1,1,0,5472.7,1,Very_Poor,Mid_Career,Premium,129608.57,60,0.7614636324484634,Very High Risk
15586310,Ting,France,Male,30,578,169462.09,4,1,1,0,112187.11,0,Poor,Early_Career,High,67784.836,20,0.21593907748657892,Low Risk
15625524,Rowe,France,Male,40,512,0.0,5,2,1,1,146457.83,0,Poor,Mid_Career,Medium,0.0,35,0.06604361508778114,Low Risk
15755209,Fu,Spain,Female,35,484,133868.21,7,1,1,1,27286.1,0,Very_Poor,Early_Career,Premium,93707.74699999999,15,0.31425817313647836,Low Risk
15645248,Ho,France,Female,30,510,0.0,0,2,1,1,130553.47,0,Poor,Early_Career,Medium,0.0,20,0.057842709788316654,Low Risk
15790355,Okechukwu,Germany,Male,36,606,190479.48,5,2,0,0,179351.89,0,Fair,Early_Career,Premium,190479.48,20,0.3164431048142286,Low Risk
15762615,Campbell,Spain,Female,40,597,101993.12,8,1,0,1,94774.12,0,Poor,Mid_Career,High,81594.496,25,0.3886813704149646,Medium Risk
15625426,Ashbolt,Germany,Female,55,754,161608.81,3,1,1,0,8080.85,1,Good,Pre_Retirement,High,48482.643,45,0.9579854143668222,Very High Risk
15716334,Rozier,Spain,Female,45,850,122311.21,2,1,1,1,19482.5,0,Excellent,Mid_Career,Medium,24462.242000000002,25,0.5482054658753497,Medium Risk
15789669,Hsia,France,Male,62,510,0.0,2,2,1,1,48071.61,0,Poor,Senior,Medium,0.0,35,0.07218649901614026,Low Risk
15621075,Ogbonnaya,Germany,Female,45,778,162150.42,1,2,1,0,174531.27,0,Good,Mid_Career,High,32430.084000000003,55,0.4576412389257564,Medium Risk
15810845,T'ang,France,Male,42,636,0.0,2,2,1,1,55470.78,0,Fair,Mid_Career,Medium,0.0,35,0.08112727154211263,Low Risk
15719377,Cocci,France,Female,50,804,0.0,4,1,1,1,8546.87,1,Excellent,Pre_Retirement,Medium,0.0,35,0.735308292104686,High Risk
15654506,Chang,France,Male,32,514,0.0,8,2,1,0,95857.18,0,Poor,Early_Career,Medium,0.0,30,0.0404449325438621,Low Risk
15771977,T'ao,France,Female,39,730,99010.67,1,1,1,0,194945.8,0,Good,Early_Career,Medium,9901.067000000001,30,0.33267794986264015,Low Risk
15708710,Ford,Spain,Female,37,525,0.0,0,1,0,1,131521.72,0,Poor,Early_Career,Medium,0.0,20,0.4266518744957339,Medium Risk
15726676,Marshall,Spain,Male,30,616,0.0,5,2,0,1,196108.51,0,Fair,Early_Career,Medium,0.0,10,0.04779048409320342,Low Risk
15587421,Tsai,Germany,Female,34,687,111388.18,7,2,1,0,148564.76,0,Good,Early_Career,Premium,155943.452,20,0.2816476387203166,Low Risk
15726931,Onwumelu,France,Female,41,715,56214.85,8,2,0,0,92982.61,1,Good,Mid_Career,Premium,89943.76000000001,45,0.4614925685056098,Medium Risk
15771086,Graham,France,Female,36,512,84327.77,3,2,1,0,17675.36,0,Poor,Early_Career,High,50596.662000000004,20,0.19238751965911746,Low Risk
